CreateDate,Account,CustomerID,CustomerType,AccountNumber,Billing Address,Service Address,ServiceType,RatePlan,AccountStatus
2023-10-20,104706,4196,Residential,RESI-104706,4994 GrandWay  FOsmkcwqborough  Texas USA,5036 ParkBlvd DRtbhnview Pennsylvania USA ,Electric,fixed-rate,Active
2025-07-15,104656,4156,Residential,RESI-104656,4998 GrandPl  GreenGatebridge  Texas USA,5039 CedarTerrace MRpiocwscrest Massachusetts USA ,Electric,fixed-rate,Active
2021-09-30,104274,3820,Residential,RESI-104274,500 MapleDr  SXsgmybridge  Texas USA,5039 SilverDr PYglmotburg Texas USA ,Gas,fixed-rate,Active
2023-10-01,101521,1362,Residential,RESI-101521,5000 GreenTerrace  VGjrckamouth  Indiana USA,5042 ElmPl JSgibfpaton Massachusetts USA ,Electric,fixed-rate,Inactive
2019-12-08,101335,1194,Small Commercial,SMALLCOMM-101335,5004 PineTerrace  Riverwood  Texas USA,5042 ParkBlvd Lakewood Maryland USA ,Gas,fixed-rate,Inactive
2022-04-17,104499,4021,Residential,RESI-104499,5007 KingSt  GNutfcwryridge  Texas USA,5043 GrandLn BIcfocrest Texas USA ,Water,fixed-rate,Inactive
2023-06-27,101540,1377,Small Commercial,SMALLCOMM-101540,5007 MapleDr  Brightton  Michigan USA,5043 ParkLn XKaygqwbury Texas USA ,Electric,time-of-use,Closed
2022-06-19,103786,3387,Residential,RESI-103786,5008 KingCourt  Grandside  Saskatchewan Canada,5045 SilverDr NorthHavenbridge Manitoba Canada ,Gas,variable-rate,Suspended
2021-09-13,101604,1431,Residential,RESI-101604,5009 PineWay  FortPointton  Texas USA,5046 ElmRd FairBrookborough Ontario Canada ,Electric,variable-rate,Active
2025-07-10,104940,4399,Residential,RESI-104940,501 SunTerrace  Northview  Delaware USA,5046 GreenTerrace EastHambury Texas USA ,Electric,fixed-rate,Active
2022-10-17,104222,3776,Residential,RESI-104222,5019 RiverCourt  JDqcofymouth  Texas USA,5049 PineDr RIshgwfield Texas USA ,Electric,variable-rate,Active
2019-08-05,105562,4959,Small Commercial,SMALLCOMM-105562,5021 OakAve  RiverSonhill  Ohio USA,505 MapleTerrace LakeMorehill Michigan USA ,Electric,variable-rate,Active
2023-09-26,102817,2513,Residential,RESI-102817,5026 ParkWay  Roseview  New York USA,5051 QueenDr FairBridgehill Pennsylvania USA ,Electric,fixed-rate,Active
2019-10-22,100097,86,Commercial,COMM-100097,5026 StoneTerrace  GrandSonfield  Texas USA,5053 CedarLn RSidoudville Illinois USA ,Electric,time-of-use,Inactive
2021-06-06,100914,818,Commercial,COMM-100914,4531 CedarBlvd  Eastford  California USA,5053 ParkBlvd Eastside Texas USA ,Electric,time-of-use,Active
2022-12-16,103046,2718,Small Commercial,SMALLCOMM-103046,5029 RiverPl  TXfqmwemont  California USA,5061 PineLn LHsohsrford Texas USA ,Electric,variable-rate,Active
2022-09-06,100232,210,Small Commercial,SMALLCOMM-100232,5031 GrandCourt  Newton  Delaware USA,5063 PineRd Eastton Pennsylvania USA ,Electric,time-of-use,Active
2023-09-12,101945,1727,Commercial,COMM-101945,216 OakLn  PineHammouth  Texas USA,5063 PineRd Eastton Pennsylvania USA ,Gas,fixed-rate,Active
2022-09-17,104148,3710,Residential,RESI-104148,5034 GrandLn  NKhqkville  Texas USA,5066 GreenAve Stonefield Illinois USA ,Electric,time-of-use,Active
2023-04-30,101806,1605,Commercial,COMM-101806,5034 LakeCourt  CMdqzbbury  Delaware USA,5068 HillAve Stonemont Quebec Canada ,Electric,variable-rate,Active
2021-05-03,103541,3168,Residential,RESI-103541,5035 HillRd  XFcsvvnaton  Texas USA,5072 ElmPl Oakville Manitoba Canada ,Gas,time-of-use,Active
2021-02-13,104002,3580,Residential,RESI-104002,5036 MapleCourt  Riverside  Texas USA,5073 SilverDr LakeBridgebury California USA ,Electric,variable-rate,Inactive
2023-08-16,100465,416,Small Commercial,SMALLCOMM-100465,5036 ParkBlvd  DRtbhnview  Pennsylvania USA,5075 GreenRd Lakeside Texas USA ,Electric,variable-rate,Inactive
2021-01-29,104307,3848,Commercial,COMM-104307,1467 LakePl  UJurydputon  Texas USA,5079 MapleSt Eastdale Pennsylvania USA ,Electric,time-of-use,Suspended
2022-02-03,101449,1295,Small Commercial,SMALLCOMM-101449,5039 CedarTerrace  MRpiocwscrest  Massachusetts USA,5080 ElmBlvd Rivermont Texas USA ,Gas,time-of-use,Active
2021-04-19,102929,2615,Residential,RESI-102929,5039 SilverDr  PYglmotburg  Texas USA,5082 MapleTerrace Brightbury Saskatchewan Canada ,Electric,fixed-rate,Active
2021-06-18,103514,3142,Residential,RESI-103514,5042 ElmPl  JSgibfpaton  Massachusetts USA,5085 ElmAve YXwtbdfirridge Texas USA ,Electric,time-of-use,Active
2022-02-22,104681,4176,Residential,RESI-104681,5042 ParkBlvd  Lakewood  Maryland USA,5085 GrandRd MFagxordkmouth Texas USA ,Electric,variable-rate,Active
2024-05-31,105108,4547,Residential,RESI-105108,5043 GrandLn  BIcfocrest  Texas USA,5086 MapleAve GrandPointland Ontario Canada ,Electric,variable-rate,Closed
2024-04-16,101829,1625,Small Commercial,SMALLCOMM-101829,5043 ParkLn  XKaygqwbury  Texas USA,509 HillDr Fortford Texas USA ,Gas,variable-rate,Active
2020-10-18,103335,2971,Residential,RESI-103335,5045 SilverDr  NorthHavenbridge  Manitoba Canada,509 PineTerrace ELicbland Texas USA ,Gas,fixed-rate,Inactive
2019-04-15,100951,853,Residential,RESI-100951,5046 ElmRd  FairBrookborough  Ontario Canada,5094 GreenBlvd Pineside Delaware USA ,Electric,time-of-use,Suspended
2023-04-12,101381,1238,Residential,RESI-101381,5046 GreenTerrace  EastHambury  Texas USA,5095 ElmTerrace WJppnview Ontario Canada ,Gas,variable-rate,Inactive
2024-12-31,103110,2770,Small Commercial,SMALLCOMM-103110,5049 PineDr  RIshgwfield  Texas USA,51 QueenRd NewWickton Texas USA ,Electric,fixed-rate,Active
2024-08-22,100811,727,Residential,RESI-100811,505 MapleTerrace  LakeMorehill  Michigan USA,5102 CedarCourt Fairborough Texas USA ,Gas,variable-rate,Active
2019-02-05,102352,2085,Residential,RESI-102352,5051 QueenDr  FairBridgehill  Pennsylvania USA,5102 PineCourt Pinebridge British Columbia Canada,Electric,time-of-use,Active
2022-02-06,103642,3253,Residential,RESI-103642,5053 CedarLn  RSidoudville  Illinois USA,5104 PineBlvd Silverbridge British Columbia Canada,Electric,time-of-use,Inactive
2022-05-07,104838,4306,Residential,RESI-104838,5053 ParkBlvd  Eastside  Texas USA,5106 KingTerrace BDohzdbury Texas USA ,Water,variable-rate,Active
2020-04-24,103304,2946,Residential,RESI-103304,5061 PineLn  LHsohsrford  Texas USA,511 ParkDr RiverGateridge Texas USA ,Water,variable-rate,Active
2025-08-19,100181,165,Small Commercial,SMALLCOMM-100181,5063 PineRd  Eastton  Pennsylvania USA,5113 GreenDr MountValedale Manitoba Canada ,Gas,variable-rate,Inactive
2022-05-16,101558,1391,Commercial,COMM-101558,8086 StoneDr  Greenwood  New York USA,5113 GreenDr Stoneport Texas USA ,Gas,variable-rate,Active
2020-02-04,105103,4542,Residential,RESI-105103,5066 GreenAve  Stonefield  Illinois USA,5117 LakeAve WestBrookside Texas USA ,Electric,fixed-rate,Active
2022-11-24,102812,2508,Small Commercial,SMALLCOMM-102812,5068 HillAve  Stonemont  Quebec Canada,5117 ParkBlvd PortHamhill Texas USA ,Electric,time-of-use,Suspended
2024-08-09,100749,674,Commercial,COMM-100749,5072 ElmPl  Oakville  Manitoba Canada,5124 ElmSt VPttywcohaven Texas USA ,Electric,time-of-use,Active
2025-03-14,105565,4962,Residential,RESI-105565,5073 SilverDr  LakeBridgebury  California USA,5128 ElmAve Clearbridge Texas USA ,Electric,fixed-rate,Active
2023-11-10,105585,4982,Residential,RESI-105585,5075 GreenRd  Lakeside  Texas USA,5128 QueenCourt XUuljvhill California USA ,Gas,time-of-use,Active
2023-05-26,105521,4920,Commercial,COMM-105521,5079 MapleSt  Eastdale  Pennsylvania USA,513 PineBlvd ZOkmqzgauhaven Texas USA ,Gas,variable-rate,Inactive
2023-10-15,104397,3931,Residential,RESI-104397,5080 ElmBlvd  Rivermont  Texas USA,5132 GrandDr Eastville Ontario Canada ,Electric,time-of-use,Suspended
2024-05-02,105496,4899,Residential,RESI-105496,5082 MapleTerrace  Brightbury  Saskatchewan Canada,5133 HillBlvd BJztnemnaford Manitoba Canada ,Electric,fixed-rate,Active
2022-10-03,102606,2323,Residential,RESI-102606,5085 ElmAve  YXwtbdfirridge  Texas USA,5134 SunBlvd StoneLeyfield Michigan USA ,Gas,variable-rate,Inactive
2023-11-26,102114,1876,Small Commercial,SMALLCOMM-102114,5085 GrandRd  MFagxordkmouth  Texas USA,5135 ElmSt Westport Ohio USA ,Gas,fixed-rate,Active
2020-09-20,103148,2804,Commercial,COMM-103148,5086 MapleAve  GrandPointland  Ontario Canada,5138 CedarPl Brightdale Texas USA ,Water,variable-rate,Active
2020-07-21,104007,3585,Commercial,COMM-104007,509 HillDr  Fortford  Texas USA,5139 GreenRd Oakhill Texas USA ,Gas,variable-rate,Active
2019-05-31,104013,3588,Residential,RESI-104013,509 PineTerrace  ELicbland  Texas USA,514 LakeDr PIoslmont Texas USA ,Gas,time-of-use,Active
2021-03-08,100799,715,Residential,RESI-100799,5094 GreenBlvd  Pineside  Delaware USA,514 SilverBlvd NorthGateridge Texas USA ,Electric,fixed-rate,Active
2019-09-23,104693,4186,Commercial,COMM-104693,5095 ElmTerrace  WJppnview  Ontario Canada,514 SilverBlvd NorthGateridge Texas USA ,Water,fixed-rate,Active
2022-02-07,103116,2774,Small Commercial,SMALLCOMM-103116,51 QueenRd  NewWickton  Texas USA,5141 HillTerrace Northmouth Texas USA ,Electric,fixed-rate,Active
2022-01-19,102898,2587,Small Commercial,SMALLCOMM-102898,5102 CedarCourt  Fairborough  Texas USA,5143 HillPl GrandBridgemont Texas USA ,Water,variable-rate,Active
2024-09-20,101284,1148,Residential,RESI-101284,5102 PineCourt  Pinebridge  British Columbia Canada,5143 StoneRd Rivercrest Alberta Canada ,Electric,fixed-rate,Inactive
2021-01-24,105171,4602,Residential,RESI-105171,5104 PineBlvd  Silverbridge  British Columbia Canada,5143 StoneRd Rivercrest Alberta Canada ,Electric,variable-rate,Active
2025-07-16,101754,1559,Residential,RESI-101754,5106 KingTerrace  BDohzdbury  Texas USA,5144 ParkAve BHdvfndale Delaware USA ,Electric,variable-rate,Inactive
2025-03-24,104386,3920,Small Commercial,SMALLCOMM-104386,511 ParkDr  RiverGateridge  Texas USA,5144 ParkTerrace Northland Texas USA ,Electric,variable-rate,Suspended
2019-11-15,104130,3694,Small Commercial,SMALLCOMM-104130,5113 GreenDr  MountValedale  Manitoba Canada,5147 GreenAve LBfjghill Pennsylvania USA ,Electric,variable-rate,Active
2019-02-12,103350,2986,Small Commercial,SMALLCOMM-103350,5113 GreenDr  Stoneport  Texas USA,5151 SunTerrace Northfield Massachusetts USA ,Electric,fixed-rate,Active
2025-06-24,103991,3571,Residential,RESI-103991,5117 LakeAve  WestBrookside  Texas USA,5152 StoneRd GreenSonton British Columbia Canada,Electric,time-of-use,Active
2022-01-22,104219,3773,Residential,RESI-104219,5117 ParkBlvd  PortHamhill  Texas USA,5153 PinePl BrightHavenhill Texas USA ,Water,fixed-rate,Active
2022-07-02,103456,3085,Residential,RESI-103456,5124 ElmSt  VPttywcohaven  Texas USA,5154 QueenTerrace Lakebridge Pennsylvania USA ,Electric,time-of-use,Suspended
2020-11-21,102564,2284,Small Commercial,SMALLCOMM-102564,5128 ElmAve  Clearbridge  Texas USA,5157 StoneBlvd HAclszbridge Ontario Canada ,Electric,fixed-rate,Inactive
2022-12-06,103465,3094,Residential,RESI-103465,5128 QueenCourt  XUuljvhill  California USA,5158 StonePl Eastford New York USA,Gas,variable-rate,Active
2020-03-31,103741,3344,Small Commercial,SMALLCOMM-103741,513 PineBlvd  ZOkmqzgauhaven  Texas USA,5160 SilverTerrace Fairmouth British Columbia Canada,Gas,variable-rate,Active
2021-10-23,104414,3946,Small Commercial,SMALLCOMM-104414,5132 GrandDr  Eastville  Ontario Canada,5160 SunRd JXzojhaven Pennsylvania USA ,Electric,fixed-rate,Suspended
2023-09-27,100258,233,Residential,RESI-100258,5133 HillBlvd  BJztnemnaford  Manitoba Canada,5160 SunRd JXzojhaven Pennsylvania USA ,Electric,time-of-use,Active
2022-11-20,104548,4061,Residential,RESI-104548,5134 SunBlvd  StoneLeyfield  Michigan USA,5162 OakRd PIoslmont Texas USA ,Electric,fixed-rate,Active
2020-12-03,105291,4706,Residential,RESI-105291,5135 ElmSt  Westport  Ohio USA,5162 OakRd PIoslmont Texas USA ,Electric,variable-rate,Active
2023-05-21,104631,4134,Small Commercial,SMALLCOMM-104631,5138 CedarPl  Brightdale  Texas USA,5162 SilverCourt SilverPointbury Alberta Canada ,Gas,fixed-rate,Active
2020-06-14,102139,1901,Residential,RESI-102139,5139 GreenRd  Oakhill  Texas USA,5166 RiverTerrace XMvgnnvnbury Pennsylvania USA ,Gas,fixed-rate,Inactive
2024-09-16,103909,3495,Commercial,COMM-103909,514 LakeDr  PIoslmont  Texas USA,5168 CedarTerrace Westbury Texas USA ,Gas,fixed-rate,Active
2021-07-12,100595,529,Residential,RESI-100595,514 SilverBlvd  NorthGateridge  Texas USA,5168 ParkPl ETomptcrest Quebec Canada ,Gas,time-of-use,Active
2021-07-17,105262,4681,Commercial,COMM-105262,7622 KingPl  NorthLeyport  Texas USA,5169 GreenSt OakWickburg Texas USA ,Electric,fixed-rate,Inactive
2024-10-27,102881,2570,Residential,RESI-102881,5141 HillTerrace  Northmouth  Texas USA,5169 OakPl Fortdale California USA ,Electric,fixed-rate,Closed
2019-02-07,100991,890,Small Commercial,SMALLCOMM-100991,5143 HillPl  GrandBridgemont  Texas USA,517 QueenBlvd Stoneridge Texas USA ,Gas,time-of-use,Active
2025-04-11,101998,1774,Residential,RESI-101998,5143 StoneRd  Rivercrest  Alberta Canada,517 QueenBlvd Stoneridge Texas USA ,Electric,variable-rate,Inactive
2019-12-27,106012,1774,Residential,RESI-106012,5143 StoneRd  Rivercrest  Alberta Canada,5173 StoneRd LObgxwewwville Indiana USA ,Water,fixed-rate,Active
2019-01-25,105297,4712,Small Commercial,SMALLCOMM-105297,5144 ParkAve  BHdvfndale  Delaware USA,5176 GrandDr LakeHavenport Texas USA ,Gas,time-of-use,Inactive
2020-02-23,101503,1345,Small Commercial,SMALLCOMM-101503,5144 ParkTerrace  Northland  Texas USA,5178 HillSt YVzjkxwdhill British Columbia Canada,Electric,fixed-rate,Active
2019-09-11,104426,3958,Commercial,COMM-104426,5147 GreenAve  LBfjghill  Pennsylvania USA,5178 HillSt YVzjkxwdhill British Columbia Canada,Gas,variable-rate,Active
2020-07-19,102800,2498,Residential,RESI-102800,5151 SunTerrace  Northfield  Massachusetts USA,5179 QueenRd Portmouth Quebec Canada ,Electric,variable-rate,Active
2022-09-11,100650,582,Small Commercial,SMALLCOMM-100650,5152 StoneRd  GreenSonton  British Columbia Canada,5179 SilverBlvd ORbsfjgmont Pennsylvania USA ,Gas,time-of-use,Active
2023-07-22,102214,1964,Residential,RESI-102214,5153 PinePl  BrightHavenhill  Texas USA,5182 LakeBlvd UXosntqside Texas USA ,Electric,variable-rate,Active
2020-06-21,105137,4572,Commercial,COMM-105137,5154 QueenTerrace  Lakebridge  Pennsylvania USA,5182 SilverDr PortMorehill Massachusetts USA ,Electric,time-of-use,Active
2021-12-19,102410,2140,Residential,RESI-102410,5157 StoneBlvd  HAclszbridge  Ontario Canada,5184 CedarRd Lakeville Texas USA ,Electric,fixed-rate,Active
2025-01-17,102165,1923,Residential,RESI-102165,5158 StonePl  Eastford  New York USA,519 ParkAve NorthBridgecrest Illinois USA ,Gas,variable-rate,Active
2022-06-22,105441,4849,Small Commercial,SMALLCOMM-105441,5160 SilverTerrace  Fairmouth  British Columbia Canada,5195 GrandRd FortHavenview Texas USA ,Gas,fixed-rate,Suspended
2020-04-16,100237,215,Small Commercial,SMALLCOMM-100237,5160 SunRd  JXzojhaven  Pennsylvania USA,5195 Maple St Houston Texas USA,Electric,time-of-use,Active
2021-07-16,101973,1751,Commercial,COMM-101973,1835 RiverSt  FairMorehill  Texas USA,5195 OakBlvd VAjjgybury Illinois USA ,Electric,fixed-rate,Active
2019-06-14,100338,305,Residential,RESI-100338,5162 OakRd  PIoslmont  Texas USA,5195 QueenTerrace FairHamridge Alberta Canada ,Electric,time-of-use,Closed
2021-04-15,103048,2719,Commercial,COMM-103048,2168 LakeLn  Brightburg  Pennsylvania USA,5197 ElmTerrace LakeBrookmont Pennsylvania USA ,Gas,time-of-use,Active
2023-01-06,102621,2338,Residential,RESI-102621,5162 SilverCourt  SilverPointbury  Alberta Canada,5201 QueenRd Mountview Texas USA ,Gas,time-of-use,Inactive
2023-08-30,102820,2516,Small Commercial,SMALLCOMM-102820,5166 RiverTerrace  XMvgnnvnbury  Pennsylvania USA,5202 SunRd FairMorecrest New York USA,Electric,time-of-use,Active
2020-10-30,104299,3841,Residential,RESI-104299,5168 CedarTerrace  Westbury  Texas USA,5204 MapleTerrace StoneHamview Massachusetts USA ,Electric,fixed-rate,Active
2025-07-17,102634,2349,Residential,RESI-102634,5168 ParkPl  ETomptcrest  Quebec Canada,5204 MapleTerrace StoneHamview Massachusetts USA ,Electric,time-of-use,Active
2020-01-15,105481,4884,Commercial,COMM-105481,5169 GreenSt  OakWickburg  Texas USA,5208 LakeWay PortBrookfield California USA ,Gas,fixed-rate,Active
2025-01-18,103685,3291,Commercial,COMM-103685,5169 OakPl  Fortdale  California USA,5208 LakeWay PortBrookfield California USA ,Electric,fixed-rate,Active
2025-02-20,100473,424,Residential,RESI-100473,517 QueenBlvd  Stoneridge  Texas USA,521 KingCourt Rosehaven Massachusetts USA ,Gas,variable-rate,Active
2024-03-20,104410,3942,Commercial,COMM-104410,3471 SilverWay  FairBrookport  Texas USA,521 KingCourt Rosehaven Massachusetts USA ,Water,fixed-rate,Active
2024-11-26,105479,4882,Small Commercial,SMALLCOMM-105479,5173 StoneRd  LObgxwewwville  Indiana USA,5211 MapleWay TNvkbburg Ohio USA ,Electric,variable-rate,Inactive
2022-10-02,101835,1629,Residential,RESI-101835,5176 GrandDr  LakeHavenport  Texas USA,5211 MapleWay TNvkbburg Ohio USA ,Electric,time-of-use,Active
2024-08-18,106120,4352,Residential,RESI-106120,5178 HillSt  YVzjkxwdhill  British Columbia Canada,5212 PineWay StoneLeyfield Michigan USA ,Gas,variable-rate,Active
2022-02-09,104889,4352,Residential,RESI-104889,5178 HillSt  YVzjkxwdhill  British Columbia Canada,5216 ElmTerrace Eastside Texas USA ,Electric,variable-rate,Inactive
2024-04-25,101730,1537,Small Commercial,SMALLCOMM-101730,5179 QueenRd  Portmouth  Quebec Canada,5222 LakePl PQokyjmwood New Jersey USA,Electric,fixed-rate,Active
2024-10-03,101036,927,Residential,RESI-101036,5179 SilverBlvd  ORbsfjgmont  Pennsylvania USA,5224 MapleLn FairHamridge Alberta Canada ,Electric,time-of-use,Active
2019-11-24,103878,3468,Residential,RESI-103878,5182 LakeBlvd  UXosntqside  Texas USA,5225 GrandWay GrandLeyport Saskatchewan Canada ,Water,fixed-rate,Inactive
2025-06-20,100664,595,Residential,RESI-100664,5182 SilverDr  PortMorehill  Massachusetts USA,5230 CedarSt PortMorewood Maryland USA ,Water,time-of-use,Active
2022-09-25,103052,2723,Residential,RESI-103052,5184 CedarRd  Lakeville  Texas USA,5231 GrandBlvd LakeHavenport Texas USA ,Electric,variable-rate,Active
2025-08-06,102104,1868,Residential,RESI-102104,519 ParkAve  NorthBridgecrest  Illinois USA,5231 QueenPl LakeBrookmont Pennsylvania USA ,Electric,variable-rate,Suspended
2019-05-20,101996,1772,Residential,RESI-101996,5195 GrandRd  FortHavenview  Texas USA,5232 CedarCourt MQndcburg Texas USA ,Electric,fixed-rate,Active
2023-05-12,102935,2620,Commercial,COMM-102935,2697 KingBlvd  FairWickbury  Indiana USA,5232 QueenPl RiverWickborough New York USA,Electric,fixed-rate,Active
2025-02-19,101443,1291,Residential,RESI-101443,5195 OakBlvd  VAjjgybury  Illinois USA,5232 QueenPl RiverWickborough New York USA,Gas,variable-rate,Inactive
2023-02-10,101004,903,Small Commercial,SMALLCOMM-101004,5195 QueenTerrace  FairHamridge  Alberta Canada,5234 RiverSt GrandPointport Massachusetts USA ,Electric,variable-rate,Inactive
2024-11-06,100921,825,Residential,RESI-100921,5197 ElmTerrace  LakeBrookmont  Pennsylvania USA,5234 RiverSt GrandPointport Massachusetts USA ,Electric,fixed-rate,Active
2021-06-22,101864,1654,Residential,RESI-101864,5201 QueenRd  Mountview  Texas USA,5235 HillWay SilverGateland Texas USA ,Gas,fixed-rate,Active
2019-12-03,101625,1450,Residential,RESI-101625,5202 SunRd  FairMorecrest  New York USA,5238 ParkTerrace Silverborough California USA ,Electric,time-of-use,Closed
2024-05-09,100244,222,Residential,RESI-100244,5204 MapleTerrace  StoneHamview  Massachusetts USA,5238 ParkTerrace Silverborough California USA ,Electric,time-of-use,Active
2020-09-20,102032,1804,Commercial,COMM-102032,7627 GrandLn  EastMoreridge  New York USA,5241 StonePl ZUzujomxnhill Texas USA ,Gas,variable-rate,Active
2019-05-04,100464,415,Residential,RESI-100464,5208 LakeWay  PortBrookfield  California USA,5241 StonePl ZUzujomxnhill Texas USA ,Gas,variable-rate,Closed
2024-03-31,104297,3839,Commercial,COMM-104297,4299 MapleDr  Southborough  Texas USA,5244 CedarLn Mountmont Massachusetts USA ,Gas,fixed-rate,Active
2025-04-27,100606,540,Small Commercial,SMALLCOMM-100606,521 KingCourt  Rosehaven  Massachusetts USA,5245 OakAve OakBrookmouth Texas USA ,Electric,variable-rate,Active
2020-07-11,105472,4875,Commercial,COMM-105472,1011 StoneDr  EMlhqtqodale  Illinois USA,5247 StoneBlvd OakPointhaven Texas USA ,Electric,variable-rate,Active
2023-10-15,100752,675,Residential,RESI-100752,5211 MapleWay  TNvkbburg  Ohio USA,5248 MapleAve SAmuajrridge Saskatchewan Canada ,Water,variable-rate,Active
2023-10-03,106124,675,Residential,RESI-106124,5211 MapleWay  TNvkbburg  Ohio USA,5249 StoneBlvd Mountcrest Texas USA ,Electric,time-of-use,Active
2021-04-14,101237,1108,Residential,RESI-101237,5212 PineWay  StoneLeyfield  Michigan USA,5249 StoneBlvd Mountcrest Texas USA ,Gas,fixed-rate,Active
2025-04-09,102413,2143,Residential,RESI-102413,5216 ElmTerrace  Eastside  Texas USA,525 CedarRd LakePointbury Texas USA ,Electric,fixed-rate,Inactive
2019-06-12,101460,1306,Small Commercial,SMALLCOMM-101460,5222 LakePl  PQokyjmwood  New Jersey USA,5251 SunAve Northbridge Texas USA ,Gas,variable-rate,Active
2022-05-14,103985,3565,Residential,RESI-103985,5224 MapleLn  FairHamridge  Alberta Canada,5251 SunAve Northbridge Texas USA ,Water,fixed-rate,Closed
2023-11-19,101125,1008,Small Commercial,SMALLCOMM-101125,5225 GrandWay  GrandLeyport  Saskatchewan Canada,5253 SilverRd Fortmouth Michigan USA ,Gas,time-of-use,Active
2022-08-13,102014,1789,Residential,RESI-102014,5230 CedarSt  PortMorewood  Maryland USA,5255 MapleRd Southburg Texas USA ,Gas,variable-rate,Inactive
2023-09-25,103618,3234,Small Commercial,SMALLCOMM-103618,5231 GrandBlvd  LakeHavenport  Texas USA,5255 StoneAve XLxeokygwood Texas USA ,Electric,time-of-use,Inactive
2019-05-11,100753,676,Residential,RESI-100753,5231 QueenPl  LakeBrookmont  Pennsylvania USA,5258 KingDr LakeBridgebridge Texas USA ,Electric,time-of-use,Active
2021-07-28,101480,1322,Small Commercial,SMALLCOMM-101480,5232 CedarCourt  MQndcburg  Texas USA,5258 QueenBlvd StoneHavenborough Texas USA ,Electric,time-of-use,Active
2021-07-01,100314,283,Small Commercial,SMALLCOMM-100314,5232 QueenPl  RiverWickborough  New York USA,5260 SilverDr Southbury Texas USA ,Gas,time-of-use,Active
2020-01-17,102809,2505,Commercial,COMM-102809,3542 MapleBlvd  Greenport  New Jersey USA,5267 HillRd IBuekogdford Texas USA ,Electric,fixed-rate,Active
2022-02-20,100453,406,Residential,RESI-100453,5234 RiverSt  GrandPointport  Massachusetts USA,527 LakeRd GreenMoredale Ohio USA ,Electric,variable-rate,Active
2023-04-14,104176,3732,Commercial,COMM-104176,8856 SilverCourt  Rosemont  Texas USA,5270 OakSt FairHamton Ontario Canada ,Electric,fixed-rate,Active
2019-10-27,104715,4204,Residential,RESI-104715,5235 HillWay  SilverGateland  Texas USA,5271 CedarTerrace EastMoreport Texas USA ,Electric,fixed-rate,Active
2021-09-24,100355,320,Residential,RESI-100355,5238 ParkTerrace  Silverborough  California USA,5271 SilverWay Silverford Texas USA ,Water,time-of-use,Inactive
2022-02-15,103231,2879,Commercial,COMM-103231,230 QueenPl  Silvercrest  Texas USA,5271 SunPl XRzdxdhill New Jersey USA,Electric,fixed-rate,Inactive
2025-06-21,100255,230,Small Commercial,SMALLCOMM-100255,5241 StonePl  ZUzujomxnhill  Texas USA,5272 ParkSt StoneHamside Texas USA ,Gas,variable-rate,Active
2019-03-08,102195,1949,Commercial,COMM-102195,4427 PineSt  DCljnhill  Texas USA,5272 ParkSt StoneHamside Texas USA ,Gas,fixed-rate,Active
2020-02-12,102688,2398,Commercial,COMM-102688,5244 CedarLn  Mountmont  Massachusetts USA,5278 HillSt DCuvjvbsobury Texas USA ,Electric,fixed-rate,Active
2024-05-08,104184,3740,Residential,RESI-104184,5245 OakAve  OakBrookmouth  Texas USA,5278 HillSt DCuvjvbsobury Texas USA ,Electric,fixed-rate,Active
2021-12-30,101285,1149,Small Commercial,SMALLCOMM-101285,5247 StoneBlvd  OakPointhaven  Texas USA,5279 GreenRd WFjmrrdzmside Texas USA ,Gas,fixed-rate,Active
2021-05-14,100486,436,Residential,RESI-100486,5248 MapleAve  SAmuajrridge  Saskatchewan Canada,5279 KingCourt EOwhbwford Michigan USA ,Electric,fixed-rate,Active
2020-07-26,105279,4695,Residential,RESI-105279,5249 StoneBlvd  Mountcrest  Texas USA,5287 ElmAve SilverPointview British Columbia Canada,Electric,fixed-rate,Active
2025-03-27,106010,4695,Residential,RESI-106010,5249 StoneBlvd  Mountcrest  Texas USA,5288 ElmCourt FortHamdale Texas USA ,Gas,time-of-use,Active
2022-01-04,102307,2051,Residential,RESI-102307,525 CedarRd  LakePointbury  Texas USA,5288 OakLn RiverGateridge Texas USA ,Electric,time-of-use,Inactive
2023-04-10,100428,383,Residential,RESI-100428,5251 SunAve  Northbridge  Texas USA,5290 SunSt Newford Ohio USA ,Electric,fixed-rate,Active
2024-04-22,103959,3542,Commercial,COMM-103959,9787 GrandLn  SNyfsgkrhdale  Texas USA,5290 SunSt Newford Ohio USA ,Electric,fixed-rate,Active
2023-09-23,103151,2806,Small Commercial,SMALLCOMM-103151,5253 SilverRd  Fortmouth  Michigan USA,5295 QueenLn Newridge New Jersey USA,Electric,fixed-rate,Active
2019-10-18,105573,4970,Residential,RESI-105573,5255 MapleRd  Southburg  Texas USA,5296 StoneLn Oakridge Quebec Canada ,Electric,time-of-use,Active
2023-03-28,101928,1712,Residential,RESI-101928,5255 StoneAve  XLxeokygwood  Texas USA,53 SunWay Greenwood Texas USA ,Electric,fixed-rate,Active
2022-11-12,103238,2885,Residential,RESI-103238,5258 KingDr  LakeBridgebridge  Texas USA,5300 GreenLn Mountview Texas USA ,Water,time-of-use,Inactive
2021-12-03,105005,4457,Residential,RESI-105005,5258 QueenBlvd  StoneHavenborough  Texas USA,5302 QueenPl EYlyeport Texas USA ,Gas,variable-rate,Active
